Year,PM2.5,PM10,NO2,CO,SO2,O3,Benzene,Temp,AQI,Decision,,,
2021,69.3,177.49,5.46,0.37,14.99,15.37,2.42,34.69,149,Moderate,,,
2021,43.73,111.55,4.88,0.43,12.81,14.9,0.64,35.63,119,Moderate,,,
2021,34.02,94.68,5.15,0.59,13.37,14.48,0.73,35.79,102,Moderate,,,
2021,45.72,120.62,5.41,0.39,12.73,14.84,0.86,35.87,106,Moderate,,,
2021,32.75,113.01,5.18,0.68,13.35,12.33,0.53,35.82,103,Moderate,,,
2021,25.99,76.39,5.49,0.71,12.01,12.14,0.85,33.83,74,Satisfactory,,,
2021,26.76,110.47,5.59,0.66,10.78,12.99,0.62,35.01,107,Moderate,,,
2021,41.66,147.95,3.12,1.54,11.27,11.31,0.7,36.51,134,Moderate,,,
2021,52.03,132.57,3.86,1.25,18.62,14.65,1.57,37.26,122,Moderate,,,
2021,58.3,150.59,7,2.21,13.83,22.89,0,35.31,130,Moderate,,,
2021,16.69,47.68,2.53,0.87,9.04,11.55,0.07,32.19,60,Satisfactory,,,
2021,21.36,44.85,2.41,0.99,7.29,8.63,0,26.65,56,Satisfactory,,,
2021,22.63,51.21,2.57,1.51,34.72,11.76,0.03,28.71,107,Moderate,,,
2021,24.49,57.83,3.13,1.03,12.83,9.56,0.56,29.38,58,Satisfactory,,,
2021,28.97,56.23,3.22,1.12,9.06,11.62,0.67,30.65,61,Satisfactory,,,
2021,141.73,65.3,2.5,1.6,9.42,15.32,0.5,29.95,98,Satisfactory,,,
2021,33.8,89.48,2.13,1.93,6.29,25.75,0,29.9,87,Satisfactory,,,
2021,41.1,101.26,2.28,1.89,6.93,25.29,0.67,31.53,103,Moderate,,,
2021,43.61,112.67,7.5,1.49,8.36,23.1,1.32,33.12,107,Moderate,,,
2021,50.7,121.76,13.45,0.88,12.43,23.99,1.59,33.97,112,Moderate,,,
2021,21.82,72.85,2.65,1.63,6.18,29.26,0.73,33.92,125,Moderate,,,
2021,22.69,78.39,2.09,0.65,7.14,33.12,1.01,34.1,78,Good,,,
2021,35.01,96,2.53,0.58,7.54,26.81,0.96,34.61,95,Satisfactory,,,
2021,44.33,127.73,6.52,0.4,12.63,24.34,1.55,36.71,112,Moderate,,,
2021,39.71,87.47,2.77,0.42,5.01,24.38,1.23,31.66,81,Satisfactory,,,
2021,39.36,132.02,3.51,0.67,9.74,29.46,1.86,33.52,127,Moderate,,,
2021,76.02,197.51,7.71,1.1,12.96,42.47,2.07,33.24,166,Moderate,,,
2021,51.7,171.1,8.79,0.83,9.66,36.81,1.88,35.33,148,Moderate,,,
2021,37.26,112.05,6.24,0.44,11.39,43.12,1.08,35.14,104,Moderate,,,
2021,37.81,186.87,16.46,2.26,10.18,37.17,1.55,35.03,151,Moderate,,,
2021,47.85,193.05,9.64,0.82,12.93,46.76,1.41,36.05,161,Moderate,,,
2021,99.21,376.37,14.23,0.66,13.65,32.42,1.52,36.43,245,Poor,,,
2021,92.39,340.35,4.74,0.42,10.57,40.02,0.77,37.48,304,Very Poor,,,
2021,51.98,237.34,2.79,1.91,9.55,49.8,0.74,37.24,224,Poor,,,
2021,66.19,193.76,14.96,1.12,6.87,33.55,2.37,35.33,185,Moderate,,,
2021,29.38,133.51,12.74,1.79,7.94,19.79,1.07,36.23,196,Moderate,,,
2021,22.5,124.46,13.01,0.61,6.22,16.81,1.03,34.33,127,Moderate,,,
2021,22.51,122.47,13.87,0.76,5.7,17.15,0.9,35.55,134,Moderate,,,
2021,26.88,140.84,9.2,1.3,5.91,17.08,0.2,35.48,124,Moderate,,,
2021,27.66,94.54,11.76,0.85,6.85,16.88,0.8,34.55,97,Satisfactory,,,
2021,37.37,151.58,8.48,1.49,14.72,16.87,0.75,32.98,96,Satisfactory,,,
2021,26.43,109.24,11.42,1.63,13.4,19.16,0.36,33.26,84,Good,,,
2021,38.17,102.87,7.91,1.06,2.78,18.68,0.33,33.97,81,Satisfactory,,,
2021,24.56,113.13,6.62,0.8,11.11,18.76,0.33,33.53,98,Satisfactory,,,
2021,32.95,168.68,8.52,1.18,4.38,18.67,0.65,35.12,143,Moderate,,,
2021,44.45,188.07,12.53,1.17,7.11,19.51,0.65,35.82,154,Moderate,,,
2021,71.86,245.12,21.11,1.21,15.27,19.34,1.1,37.01,202,Poor,,,
2021,49.39,173.21,9.59,1.21,3.35,14.11,0.26,36.46,159,Moderate,,,
2021,55.64,218.1,14.31,1.34,8.82,7.18,0.02,35.45,185,Moderate,,,
2021,40.74,180.65,16.16,0.87,6.84,6.71,0.61,34.23,147,Moderate,,,
2021,55.74,228.1,16.5,0.66,7.01,7.47,0.57,36.09,193,Moderate,,,
2021,54.29,188.88,13.78,0.68,5.39,7.76,0.49,36.76,189,Moderate,,,
2021,58.12,232.46,17.7,0.64,10.97,7.65,0.85,37.3,185,Moderate,,,
2021,81.25,344.06,21.83,0.7,13.14,6.91,0.76,38.21,257,Poor,,,
2021,49.17,270.25,15.09,0.64,9.8,6.51,0.65,38.86,246,Poor,,,
2021,58.36,312,15.96,0.59,10.64,6.64,0.55,40.01,272,Poor,,,
2021,37.18,186.07,19.27,0.75,9.14,17.34,0.46,39.23,156,Moderate,,,
2021,89.81,240.36,30.25,0.59,11.31,31.77,1.95,40.02,142,Moderate,,,
2021,68.14,154.36,19.07,0.57,5.47,21.28,1.06,39.83,135,Moderate,,,
2021,64.86,137.49,15.01,0.59,10.34,27.22,0.91,40.64,139,Moderate,,,
2021,56.02,140.08,20.22,0.62,9,15.16,0.47,40.88,136,Moderate,,,
2021,58.22,161.06,16.56,0.56,11.74,19.68,0.21,41.95,138,Moderate,,,
2021,43.07,97.87,14.18,0.81,7.59,20.89,0.23,40.26,103,Moderate,,,
2021,38.4,76.68,12.23,0.61,3.18,26.03,0.24,40.24,80,Satisfactory,,,
2021,49.04,95.79,7.84,0.62,6.67,31.1,0.27,37.3,86,Satisfactory,,,
2021,29.37,63.11,14.33,0.63,8.2,16.79,0.25,34.01,71,Satisfactory,,,
2021,49.12,132.24,12.17,0.54,10.76,12.96,0.46,28.37,117,Moderate,,,
2021,27.38,89.43,14.97,0.63,7.67,12.97,0.84,32.43,83,Satisfactory,,,
2021,36.68,113.72,10.61,0.62,6.18,12.99,0.27,33.22,100,Satisfactory,,,
2021,25.88,86.08,9.18,0.57,5.72,13.64,0.31,35.83,92,Satisfactory,,,
2021,38.01,93.61,10.24,0.89,3.02,14.67,0.21,36.11,92,Satisfactory,,,
2021,26.38,66.16,10.09,1,9.94,20.05,0.24,33.65,69,Good,,,
2021,24.37,97.87,8.95,0.74,0.67,13.79,0.31,29.73,82,Satisfactory,,,
2021,23.21,59.63,14.31,0.93,6.98,14.05,0.24,31.34,62,Good,,,
2021,29.47,78.52,25.99,0.74,1.42,14.3,0.82,32.91,75,Satisfactory,,,
2021,21.89,59.83,12,0.91,2.2,13.62,1.27,32.87,62,Good,,,
2021,26.75,76.01,8.54,0.81,1.19,17.56,1.3,30.98,70,Good,,,
2021,28.48,82.76,9.25,0.81,5.75,14.31,2.77,32.58,88,Good,,,
2021,21.91,72.88,9.86,0.69,3.16,20.17,3.42,34.98,76,Satisfactory,,,
2021,27.47,87.68,8.36,0.88,2.18,13.66,2.47,31,80,Satisfactory,,,
2021,24.62,76.19,11.22,0.91,7.22,14.62,2.71,30.87,82,Satisfactory,,,
2021,16.64,40.77,23.18,0.57,9.36,9.17,2.52,30.66,56,Satisfactory,,,
2021,17.44,44.22,31.84,0.89,18.08,9.06,2.81,28.31,65,Satisfactory,,,
2021,18.73,39.58,14.15,0.68,5.55,9.83,3.01,27.84,41,Good,,,
2021,19.63,43.98,13.21,0.53,8.39,9.92,2.1,28.89,44,Good,,,
2021,25.93,50.79,20.07,0.54,4.78,9.97,3.28,30.32,48,Good,,,
2021,30.96,63.25,20.36,0.53,3.84,11.01,2.45,30.12,62,Satisfactory,,,
2021,19.79,48.72,11.09,0.68,9.65,10.01,1.38,29.5,53,Satisfactory,,,
2021,20.93,53.56,16.59,0.61,10.81,14.41,2.94,29.72,49,Good,,,
2021,28.37,87.89,15.29,0.59,8.55,5.97,3.79,29.82,85,Satisfactory,,,
2021,31.6,98.02,12.35,0.57,8.76,18.34,5.41,29.28,95,Satisfactory,,,
2021,19.81,85.88,10.48,1.17,17.96,10.89,3,28.55,85,Satisfactory,,,
2021,21.52,84.71,9.62,0.82,6.49,9.73,2.83,29.4,87,Satisfactory,,,
2021,18.25,94.33,8.48,1.42,9.39,10.54,2.44,30.19,88,Satisfactory,,,
2021,17.06,113.15,9.89,0.51,20.41,24.77,1.37,30.86,107,Moderate,,,
2021,18.03,122.06,11.37,1.05,37.17,29.58,2.12,30.03,112,Moderate,,,
2021,14.33,129.79,7.67,0.93,14.52,41.14,2.11,30.33,60,Satisfactory,,,
2021,13.21,116,6.56,0.69,17.98,27.59,2.73,31.27,112,Moderate,,,
2021,16.28,119.73,6.27,0.66,12.76,43.91,3.41,31.15,111,Moderate,,,
2021,19.05,113.54,3.8,0.82,13.9,35.18,2.29,31.69,111,Moderate,,,
2021,13.4,121.84,4.02,0.94,13.42,19.36,2.48,31.82,125,Moderate,,,
2021,16.84,146.02,4.3,1.19,5.77,17.69,2.14,32.28,130,Moderate,,,
2021,48.02,134.4,3.63,1.48,14.52,36.77,2.19,32.51,119,Moderate,,,
2021,81,160.64,6.87,2.32,15.81,33.17,3.18,32.15,176,Moderate,,,
2021,36.02,69.72,3.31,1.49,8.25,23.45,3.05,29.83,81,Satisfactory,,,
2021,17.49,38.39,5.06,1.81,4.01,16.09,2.94,28.1,101,Moderate,,,
2021,30.15,61.6,9.03,1.61,2.56,17.69,3.03,29.21,69,Satisfactory,,,
2021,38.48,94.66,10.82,2.35,7.08,30.24,1.9,30.62,107,Moderate,,,
2021,37.77,128.51,11.49,2.45,7.86,15.26,2.59,30.26,121,Moderate,,,
2021,55.7,149.8,14.75,2.23,6.54,12.76,3,29.84,132,Moderate,,,
2021,65.87,150.24,11.55,1.13,8.18,15.59,1.4,30.87,130,Moderate,,,
2021,64.64,161.52,9.25,1,6.02,15.01,0.84,31.9,142,Moderate,,,
2021,63.57,128.24,7.56,1.56,8.63,13.94,1.59,31.43,128,Moderate,,,
2021,61.62,116.85,5.46,2.01,6.64,22.94,2.55,31.05,128,Moderate,,,
2021,21.78,42.69,4.65,1.34,6.97,18.31,1.88,30,84,Satisfactory,,,
2021,21.01,36.8,5.45,1.39,6.71,8.37,1.69,28.26,87,Satisfactory,,,
2021,19.83,36.22,5.94,0.65,3.09,8.02,1.21,26.12,35,Good,,,
2021,20.25,57.44,9.94,1.92,9.13,9.74,1.16,26.53,103,Moderate,,,
2021,36.96,82.41,9.67,2.05,5.5,14.13,1.5,26.64,106,Moderate,,,
2021,35.06,83.16,13.65,1.65,6.12,11.82,2.79,27.48,113,Moderate,,,
2021,36.93,100.37,13.99,2.87,8.12,10.04,3.8,28.78,107,Moderate,,,
2021,55.49,134.78,16.57,3.17,7.22,13.81,3.48,29.5,122,Moderate,,,
2021,39.3,99.93,9.33,2.36,10.13,13.87,4.08,28.41,99,Satisfactory,,,
2021,24.27,73.17,8.93,1.75,11.44,13.7,2.61,27.9,78,Satisfactory,,,
2021,33.82,90.69,7.41,1.46,12.4,17.14,2.67,26.96,89,Satisfactory,,,
2021,23.35,86.51,8.15,1.63,6.83,16.02,2.23,27.04,90,Satisfactory,,,
2021,19.07,51.36,6.46,1.35,12.2,18.02,2.64,26.73,76,Satisfactory,,,
2021,30.82,73.78,9.96,1.59,13.36,17.81,2.62,26.83,85,Satisfactory,,,
2021,38.27,99.05,10.71,1.56,6.95,12.86,2,27.94,98,Satisfactory,,,
2021,22.72,67.55,8.63,1.26,8.13,12.16,1.71,27.43,75,Satisfactory,,,
2021,28.51,65.93,8.43,1.64,6.94,16.67,1.96,28.16,66,Satisfactory,,,
2021,26.67,73.09,20.55,1.36,9.93,11.85,2.21,27.5,72,Satisfactory,,,
2021,32.11,80.41,6.84,1.15,7.52,13.53,2.27,27.11,80,Satisfactory,,,
2021,27.47,67.15,5.77,1.11,6.02,17.71,2.5,27.48,61,Satisfactory,,,
2021,34.76,90.52,5.76,1.21,7.54,18.57,3.57,28.3,94,Satisfactory,,,
2021,35.78,87.4,7.66,1.61,7.8,19.4,2.59,28.65,86,Satisfactory,,,
2021,35.86,83.13,8.99,1.39,6.68,14.76,2.29,28.26,82,Satisfactory,,,
2021,28.67,74.79,6.07,1.05,8.62,17.72,1.53,26.34,76,Satisfactory,,,
2021,32.04,81.22,5.78,1.06,13.7,19.7,1.71,25.07,84,Satisfactory,,,
2021,28.58,71.1,6.87,1.63,7.11,15.84,2.21,27.23,95,Satisfactory,,,
2021,35.31,85.85,6.89,1,5.9,15.15,1.97,27.94,84,Satisfactory,,,
2021,26.86,81.78,6.49,1.22,5.19,16.09,2.02,27.76,79,Satisfactory,,,
2021,44.14,126.25,7.59,1.59,6.06,16.67,1.83,28.33,114,Moderate,,,
2021,45.56,110.57,9.83,1.33,6.04,13.6,1.45,27.5,106,Moderate,,,
2021,32.01,88.12,7.77,1.35,12.65,14.16,1.15,27.08,87,Satisfactory,,,
2021,43.39,94.14,7.59,1.1,6.77,15.45,1.06,27.39,95,Satisfactory,,,
2021,55.09,109.52,20.86,2.09,6.12,14.2,1.7,28.48,128,Moderate,,,
2021,63.67,120.22,14.08,1.6,5.94,16.11,3.56,29.05,131,Moderate,,,
2021,42.91,97.91,8.97,0.96,5.99,13.28,2.49,29.05,99,Satisfactory,,,
2021,39.11,76.18,9.85,0.76,6.21,13.92,1.39,29.6,79,Satisfactory,,,
2021,38.54,102.66,9.73,1.02,8.72,19.85,1.7,29.3,97,Satisfactory,,,
2021,58.04,117.61,8.78,1.37,12.02,16.55,1.85,28.39,110,Moderate,,,
2021,55.61,135.66,7.87,0.65,12.57,23.87,2.08,26.64,119,Moderate,,,
2021,68.73,174.09,12.73,0.48,11.63,19.43,2.21,26.83,145,Moderate,,,
2021,86.42,172.12,12.01,0.62,8.26,20.38,2.25,27.08,175,Moderate,,,
2021,80.61,174.59,20.34,0.53,7.29,18.99,1.6,27.51,195,Moderate,,,
2021,69.94,142.86,16.3,0.91,7.78,19.45,1.45,27.87,196,Moderate,,,
2021,98.2,212.23,21.69,0.96,12.34,24.8,1.56,27.85,197,Moderate,,,
2021,96.3,209.91,6.93,1.25,16.43,35.47,1.69,25.1,216,Poor,,,
2021,82.06,199.03,7.56,1.29,12.49,37.83,2.33,23.68,174,Moderate,,,
2021,88.14,203.06,8.41,1.58,12.24,46.87,2.36,24.94,183,Moderate,,,
2021,171.74,329.52,11.59,1.24,14.36,25.89,1.91,25.78,328,Very Poor,,,
2021,151.26,186.69,13.45,0.4,6.81,11.91,1.41,26.88,276,Poor,,,
2021,22.66,42.92,11.14,0.79,8.26,17.25,1.12,23.28,165,Moderate,,,
2021,49.78,111.52,8.29,0.53,8.37,21.23,1.13,24.05,90,Satisfactory,,,
2021,114.45,187.84,14.77,0.93,10.62,18.87,1.31,23.36,263,Poor,,,
2021,119.6,187.26,35.89,2.01,9.81,19.58,1.47,22.25,274,Poor,,,
2021,83.27,145.66,26.18,1.24,9.94,18.4,1.25,23.95,177,Moderate,,,
2021,107.24,170.48,37.01,1.58,5.72,18.12,1.22,24.26,225,Poor,,,
2021,90,149.02,15.34,0.98,8.58,22.76,1.2,23.78,227,Poor,,,
2021,77.5,132.94,9.09,1.43,11.33,33.26,1.5,24.13,236,Poor,,,
2021,102.74,157.59,14.38,1.53,9.12,22.42,1.38,21.5,211,Poor,,,
2021,150.17,261.84,33.57,1.63,11.62,19.21,1.37,20.36,304,Very Poor,,,
2021,178.72,264.73,30.08,1.86,7.05,24.34,1.48,21.12,335,Very Poor,,,
2021,167.91,258.17,66.47,1.71,7.86,16.12,1.98,21.65,301,Very Poor,,,
2021,112.47,261.38,20.02,1.76,15.38,17.77,2.89,21.71,249,Poor,,,
2021,168.86,358.76,7.94,2,14.18,29.43,3.92,21.37,292,Poor,,,
2021,144.92,315.85,93.25,2.64,10.56,14.38,2.4,21.77,290,Poor,,,
2021,122.08,287.69,80.92,1.4,9.22,23.3,3.06,21.37,258,Poor,,,
2021,151.71,313.18,92.06,2.18,5.56,15.26,2.63,21.08,313,Very Poor,,,
2021,303.68,493.13,79.99,1.81,4.54,10.89,3.65,21.07,379,Very Poor,,,
2021,387.68,514.84,68.03,2.43,6.95,5.97,7.37,20.47,460,Severe,,,
2021,270.39,482.46,87.08,2.32,6.34,10.35,4.29,21.52,406,Severe,,,
2021,271.47,526.76,85.23,2.34,3.63,9.28,2.43,20.81,412,Severe,,,
2021,225.49,408.28,103.12,1.99,5.41,15.31,1.88,21.41,369,Very Poor,,,
2021,246.28,415.78,103.24,2.4,7.55,14.89,2.09,20.87,392,Very Poor,,,
2021,184.89,373.03,114.54,2.52,7.34,17.08,4.44,20.55,348,Very Poor,,,
2021,244.92,458.03,145.84,3.02,8.01,13.37,2.52,19.59,379,Very Poor,,,
2021,313.92,492.33,130.62,2.68,7.11,14.85,2.18,19.76,433,Severe,,,
2021,224.95,368.82,124.23,2.15,7.35,20.17,2.93,19.23,377,Very Poor,,,
2021,150.74,331.67,116.53,1.8,12.91,19.47,2.45,18.51,296,Poor,,,
2021,199.82,399.39,113.76,1.93,5.92,14.33,2.38,18.53,361,Very Poor,,,
2021,213.94,438,98.78,1.61,6.22,14.7,2.52,18.3,375,Very Poor,,,
2021,145.37,360.16,99.14,1.97,6,11.24,2.46,17.78,311,Very Poor,,,
2021,228.74,475.37,119.77,1.94,4.72,12.22,2.05,18.03,348,Very Poor,,,
2021,215.46,434.15,115.83,1.39,9.27,12.48,2.9,17.97,371,Very Poor,,,
2021,175.38,366.48,97.44,1.74,8.15,13.37,3.1,19.14,340,Very Poor,,,
2021,167.14,337.23,90.8,1.01,7.12,17.56,2.52,19.57,320,Very Poor,,,
2021,120.53,293.81,93.1,0.91,11.17,23.07,2.53,20.62,276,Poor,,,
2021,133.74,288.58,78.07,1.16,10.26,18.41,2.04,18.27,288,Poor,,,
2021,222.14,469.26,134,1.86,12.64,18.75,2.77,18.36,385,Very Poor,,,
2021,199.47,438.82,100.91,2.09,8.36,12.22,4.69,17.12,387,Very Poor,,,
2021,237.69,482.79,159.02,2.73,10.74,19.22,5.68,16.61,381,Very Poor,,,
2021,195.82,420.96,160.13,2.96,14.29,18.22,3.9,17.05,370,Very Poor,,,
2021,215.01,426.81,95.31,2.2,11.76,17.64,3.48,18.13,365,Very Poor,,,
2021,133.44,291.51,102.61,1.72,5.67,17.32,3.51,17.95,308,Very Poor,,,
2021,128.22,299.81,72.12,1.06,13.31,19.3,2.36,18.23,287,Poor,,,
2021,252.79,580.51,96.52,1.9,6.52,7.25,2.72,17.58,397,Very Poor,,,
2021,187.71,393.4,85.45,1.48,9.62,6.78,4.31,17.15,365,Very Poor,,,
2021,166.98,359.84,63.5,1.46,9.62,13.09,2.84,17.69,330,Very Poor,,,
2021,162.04,337.01,54.93,1.56,14.34,15.5,3.51,18.11,322,Very Poor,,,
2021,159.31,323.99,95.62,2.4,11.54,7.72,6.24,18.54,306,Very Poor,,,
2021,124.08,272.12,61.01,1.22,13.21,7.86,2.4,19.54,273,Poor,,,
2021,92.32,204.03,65.43,1.24,22.36,9.67,2.38,18.65,212,Poor,,,
2021,75.83,190.52,64.17,1.43,22.37,13.4,1.9,17.05,165,Moderate,,,
2021,115.26,283.71,77.04,1.55,13.47,11.59,2.08,16.13,247,Poor,,,
2021,111.79,244.11,77.59,1.35,7.63,9.12,2.8,17.19,251,Poor,,,
2021,88.64,196.5,75.56,1.87,6.12,20.71,2.18,16.2,197,Moderate,,,
2021,113.71,236.17,94.23,2.5,5.47,11.27,2.02,14.68,232,Poor,,,
2021,166.12,404.92,86.58,2.65,15.79,16.46,2.06,13.85,357,Very Poor,,,
2021,177.54,338.74,79.36,2.26,26.78,8.17,1.9,13.45,324,Very Poor,,,
2021,182.75,296.24,71.94,2.02,26.69,10.28,1.26,14.23,325,Very Poor,,,
2021,174.39,387.06,88.83,1.69,10.9,9.77,1.04,14.89,339,Very Poor,,,
2021,123.57,296.1,66.02,1.6,29.67,12.47,1.56,13.89,269,Poor,,,
2021,126.72,286.02,69.32,1.52,7.21,9.2,1.58,11.17,283,Poor,,,
2021,110.99,272.94,63.32,1.65,8.04,11.99,1.57,12.73,237,Poor,,,
2021,149.8,342.97,99.56,1.79,19.52,9,1.45,12.16,310,Very Poor,,,
2021,226.56,512.6,156.07,2.44,12.4,9.75,1.39,12.99,403,Severe,,,
2021,314.75,638.88,109.04,2.82,9.7,4.34,1.6,10.41,441,Severe,,,
2021,299.47,499.96,96.92,2.09,4.32,6.54,2.02,14.12,426,Severe,,,
2021,251.48,514.11,81.74,2.07,3.05,5.98,1.62,13.86,408,Severe,,,
2021,287.06,566.77,74.73,2.31,2.93,4.31,1.89,12.62,440,Severe,,,
2021,280.89,586.45,118.15,1.71,2.57,3.69,3.34,14.98,446,Severe,,,
2021,85.86,148.05,59.56,0.81,5.99,5,2.44,15.19,197,Moderate,,,
2021,143.95,300.8,94.25,1.08,5.24,3.14,1.46,14.34,321,Very Poor,,,
2021,104.93,253.07,80.54,1.07,4.84,4.65,1.46,14.03,209,Poor,,,
2021,116.01,283.17,70.95,0.79,4.94,6.43,1.16,11.92,236,Poor,,,
2021,110.94,271.35,81.09,0.82,5.04,6.66,2.18,12.18,247,Poor,,,
2022,169.97,358.14,100.04,1.21,3.91,6.6,5.69,12.26,334,Very Poor,,,
2022,194.51,433.22,120.81,1.74,9.55,8.01,3.83,13.22,365,Very Poor,,,
2022,173.65,393.94,114.43,0.94,4.47,8.8,4.73,13.66,331,Very Poor,,,
2022,159.21,394.88,137.91,1.65,5.48,7.17,3.45,14.85,342,Very Poor,,,
2022,230.4,478.72,136.98,1.39,4.1,4.72,3.76,13.25,385,Very Poor,,,
2022,61.43,175.19,68.62,1.18,13.5,6.2,2.99,15.38,160,Moderate,,,
2022,52.13,116.73,58.32,0.58,15.05,6.62,2.76,16.09,118,Moderate,,,
2022,34.14,97.13,54.9,0.81,16.75,6.6,1.53,15.62,94,Satisfactory,,,
2022,50.91,96.44,44.66,0.76,15.8,6.97,2.19,13.88,110,Moderate,,,
2022,84.24,170.63,74.23,1,16.47,7.76,1.92,13.79,147,Moderate,,,
2022,92.41,189.65,79.95,0.22,9.81,6.85,2.17,12.63,150,Moderate,,,
2022,86.49,179.93,96.43,0.66,8.71,7.46,3.23,11.9,159,Moderate,,,
2022,143.68,292.16,124.65,1.75,3.97,6.6,2.85,10.41,308,Very Poor,,,
2022,170.46,329.09,99.19,1.21,3.61,5.97,3.51,9.93,327,Very Poor,,,
2022,114.01,186.13,72.89,0.86,4.44,6.52,3.59,9.84,265,Poor,,,
2022,112.63,200.36,74.74,0.7,4.86,7.49,5.27,9.74,214,Poor,,,
2022,194.92,325.29,100.49,1.55,3.93,6.62,4.6,10.58,358,Very Poor,,,
2022,148.62,256.84,81.8,0.94,3.25,6.43,4.43,10.64,313,Very Poor,,,
2022,174.07,333.33,81.52,1.3,3.58,7.12,3.91,11.16,329,Very Poor,,,
2022,196.25,415.41,85.81,0.98,3.88,5.85,4.59,12.19,383,Very Poor,,,
2022,166.63,358.67,98.33,0.5,5.41,5.95,5.89,12.62,320,Very Poor,,,
2022,111.67,219.44,63.23,1.6,7.82,5.25,3.65,12.61,282,Poor,,,
2022,82.36,144.04,58.67,1.27,7.87,5.64,3.48,11.95,152,Moderate,,,
2022,128.4,257.31,72.47,1.33,2.94,4.82,4.58,10.48,266,Poor,,,
2022,105.79,214.38,65.85,1.38,18.09,3.78,5.9,9.59,236,Poor,,,
2022,113.12,233.62,70.22,1.42,10.8,5.12,7.94,11.03,253,Poor,,,
2022,95.18,216.56,90.87,1.34,12.91,5.94,6.21,12.62,217,Poor,,,
2022,73.55,177.98,85.89,1.21,16.94,7.44,6.91,13.63,156,Moderate,,,
2022,105.45,215.33,90.98,1.42,11.74,5.9,6.07,14.1,129,Moderate,,,
2022,115.95,237.68,74.82,1.42,12.97,5.96,6.61,15.71,264,Poor,,,
2022,160.38,320.48,68.98,1.49,17.64,3.07,7.51,11.59,326,Very Poor,,,
2022,178.09,368.01,96.86,1.4,9.38,6.81,6.37,15.16,340,Very Poor,,,
2022,146.11,336.32,77.28,1.12,13.43,7.83,4.89,15.01,312,Very Poor,,,
2022,117.09,206.46,56.85,1.18,19.24,6.09,5.61,12.27,277,Poor,,,
2022,57.49,106.77,42.49,1.19,16.14,7.09,5.22,11.83,217,Poor,,,
2022,121.38,233.13,55.76,1.6,19.33,8.13,3.96,11.78,244,Poor,,,
2022,148.06,280.71,98.52,2.46,21.31,9.93,7.23,14.86,297,Poor,,,
2022,120.45,260.8,86.22,2.12,11.01,8.14,5.59,17.31,258,Poor,,,
2022,128.29,256.35,83.08,2.19,5.63,8.29,5.68,17.16,281,Poor,,,
2022,98.27,212.08,63.86,2.13,10.07,6.23,6.61,15.39,213,Poor,,,
2022,82.23,199.04,70.47,1.04,12.42,9.53,5.05,16,178,Moderate,,,
2022,76.48,191.12,67.82,0.99,11.54,10.93,4.52,16.61,146,Moderate,,,
2022,83.43,192.3,97.97,1.27,8.12,10.71,3.33,16.47,175,Moderate,,,
2022,114.28,277.36,173.04,2.09,2.82,10.08,2.15,16.05,246,Poor,,,
2022,113.78,268.26,136.01,1.94,6.94,11.13,1.27,16.86,244,Poor,,,
2022,118.71,232.86,197.44,1.91,6.04,9.46,2.17,17.41,288,Poor,,,
2022,135.75,234.75,119.23,1.81,5.07,10.62,1.29,17.59,209,Poor,,,
2022,95.15,181.88,108.48,1.07,12.01,10.1,1.3,18.52,223,Poor,,,
2022,93.93,238.32,98,1.24,13.62,11.06,2.05,18.98,166,Moderate,,,
2022,73.89,200.47,98.52,1.25,14.39,11.44,0.55,19.3,168,Moderate,,,
2022,71.25,202.61,78.24,1.11,14.76,13.15,0.4,19.02,167,Moderate,,,
2022,82.91,204.61,108.47,1.16,14.71,11.13,1.22,18.57,284,Poor,,,
2022,106.26,331.9,117.98,1.09,18.88,13.06,1.42,19.4,180,Moderate,,,
2022,87.69,213.36,70.26,1.38,15.64,16.44,0.97,18.62,292,Poor,,,
2022,132.8,297.46,91.47,1.3,8.96,22.39,0.86,19.34,294,Poor,,,
2022,135.39,263.78,83.1,1.04,8.45,21.51,0.65,20.09,84,Satisfactory,,,
2022,28.87,85.13,52.32,0.69,10.82,14.97,0.14,17.58,140,Moderate,,,
2022,54.35,164.09,56.94,0.86,7.91,19.2,0.68,18.44,117,Moderate,,,
2022,52.73,126.39,66.04,0.85,15.21,20.4,1.16,18.34,140,Moderate,,,
2022,95.29,174.45,73.45,0.87,9.82,25.71,1.39,19.1,225,Poor,,,
2022,117.11,208.06,92.67,1.24,12.69,18.03,1.66,19.53,261,Poor,,,
2022,105.72,198.65,81.42,0.9,17.77,22.2,1.43,21.87,237,Poor,,,
2022,92.9,201.16,71.39,1.23,12.17,18.05,1.27,20.34,230,Poor,,,
2022,57.13,127.45,62.79,0.87,16.54,23.8,1.03,20.26,116,Moderate,,,
2022,104.02,187.76,76.88,1.78,17.61,19.14,1.17,22.09,121,Moderate,,,
2022,142.64,234.56,123.02,1.84,10.71,15.26,1.17,19.81,300,Poor,,,
2022,140.46,248.23,97.27,0.95,10.42,22.55,0.79,23.06,284,Poor,,,
2022,92.98,170.17,80.82,1.03,16.54,22.23,1.04,24.22,181,Moderate,,,
2022,83.58,153.9,66.94,1.16,13.94,25.21,0.98,23.74,217,Poor,,,
2022,94.78,177.42,72.16,1.15,16.39,26.01,1.16,23.62,207,Poor,,,
2022,90.76,170.24,78.78,1.02,15.14,24.27,1.27,24.3,222,Poor,,,
